source,target,score
mackerel,pepper green,3
mackerel,pepper white,3
mackerel,red pepper flakes,1
mackerel,rosemary,1
mackerel,saffron,1
mackerel,sake,1
mackerel,salmon caviar,1
mackerel,"salt, sea",2
mackerel,scallions,2
mackerel,sesame seeds,1
mackerel,shallots,2
mackerel,sorrel,1
mackerel,soy sauce,1
mackerel,stocks chicken,1
mackerel,stocks fish,1
mackerel,sugar,1
mackerel,thyme,2
mackerel,"wine, dry white",2
mahi mahi,avocado,1
mahi mahi,cabbage,1
mahi mahi,cilantro,1
mahi mahi,coriander,1
mahi mahi,dill,1
mahi mahi,gin,1
mahi mahi,juniper berries,1
mahi mahi,lemon juice,1
mahi mahi,lemon zest,1
mahi mahi,orange juice,1
mahi mahi,orange zest,1
mahi mahi,"pepper, white",1
mahi mahi,"salt, sea",1
mahi mahi,sugar,1
malt,bananas,1
malt,caramel,1
malt,chocolate,2
malt,cinnamon,1
malt,coffee,1
malt,cream and ice cream,2
malt,nuts,1
malt,sugar,1
malt,vanilla,2
malt,dishes,2
malt,naha (chicago),1
malt,dishes,2
malt,"monica pope, t’afia (houston)",1
malt,american restaurant (kansas city),1
mangoes,techniques raw,2
mangoes,almonds,1
mangoes,amaretto,1
mangoes,anise,1
mangoes,avocados,1
mangoes,bananas (compatible fruit),3
mangoes,basil,1
mangoes,blackberries,1
mangoes,blueberries,1
mangoes,buttermilk,1
mangoes,butterscotch,1
mangoes,"cabbage, green",1
mangoes,caramel,1
mangoes,cashews,1
mangoes,cayenne,1
mangoes,ceviche,1
mangoes,champagne,1
mangoes,beira baixa),1
mangoes,"chocolate, white",1
mangoes,chutneys,1
mangoes,cilantro,2
mangoes,cinnamon,1
mangoes,cloves,1
mangoes,coconut and coconut milk,3
mangoes,coffee,1
mangoes,crème fraîche,1
mangoes,curry powder,1
mangoes,custard,1
mangoes,fish,1
mangoes,game,1
mangoes,garlic,1
mangoes,"ginger, fresh",2
mangoes,grapefruit,1
mangoes,honey,1
mangoes,indian cuisine,1
mangoes,kirsch,2
mangoes,kiwi fruit,1
mangoes,kumquats,1
mangoes,"lemon, juice",2
mangoes,"lime, juice",3
mangoes,macadamia nuts,1
mangoes,mascarpone,1
mangoes,mexican cuisine,1
mangoes,mint,2
mangoes,nutmeg,1
mangoes,"oil, vegetable",1
mangoes,olive oil,1
mangoes,onions red,3
mangoes,onions sweet,3
mangoes,orange juice,3
mangoes,orange zest,3
mangoes,orange liqueur,1
mangoes,papaya,2
mangoes,passion fruit,2
mangoes,"pepper, white",1
mangoes,pineapple,2
mangoes,poultry chicken,1
mangoes,poultry duck,1
mangoes,prosciutto,1
mangoes,raspberries,2
mangoes,rice,1
mangoes,rum,3
mangoes,sake,1
mangoes,"salads, fruit",1
mangoes,salmon,1
mangoes,salt,2
mangoes,sauternes,2
mangoes,scallions,1
mangoes,sesame seeds,1
mangoes,"shellfish, shrimp",2
mangoes,sorbet,1
mangoes,squab,1
mangoes,star anise,1
mangoes,strawberries,1
mangoes,sugar light brown,3
mangoes,sugar white,3
mangoes,tabasco sauce,1
mangoes,thai cuisine,1
mangoes,vanilla,1
mangoes,vinegar balsamic,1
mangoes,vinegar red wine,1
mangoes,violets,1
mangoes,vodka,1
mangoes,yogurt,1
mangoes,avoid,3
mangoes,soy sauce,1
mangoes,wasabi,1
maple syrup,almonds,1
maple syrup,anise,1
maple syrup,apples,1
maple syrup,apricots,1
maple syrup,bacon,1
maple syrup,arizona),3
maple syrup,dishes,2
maple syrup,milk chocolate and maple caramel cake,2
maple syrup,bananas,3
maple syrup,blueberries,3
maple syrup,breakfast / brunch,1
maple syrup,butter,1
maple syrup,buttermilk,1
maple syrup,canadian cuisine,1
maple syrup,caramel,1
maple syrup,carrots,1
maple syrup,chestnuts,1
maple syrup,cinnamon,1
maple syrup,coffee,1
maple syrup,corn syrup,1
maple syrup,cream,1
maple syrup,cream cheese,1
maple syrup,custard,1
maple syrup,dates,1
maple syrup,desserts,1
maple syrup,duck,1
maple syrup,foie gras,1
maple syrup,french toast,1
maple syrup,fruit,1
maple syrup,ginger,1
maple syrup,ham,1
maple syrup,hazelnuts,1
maple syrup,ice cream coffee,1
maple syrup,ice cream vanilla,1
maple syrup,"lemon, juice",1
maple syrup,"lime, juice",1
maple syrup,macadamia nuts,1
maple syrup,mascarpone,2
maple syrup,nectarines,1
maple syrup,new england cuisine,1
maple syrup,nutmeg,1
maple syrup,nuts,2
maple syrup,oats,1
maple syrup,onions,1
maple syrup,orange,1
maple syrup,pancakes,1
maple syrup,peaches,1
maple syrup,pears,3
maple syrup,pecans,3
maple syrup,persimmons,1
maple syrup,pineapple,1
maple syrup,plums,1
maple syrup,pork ribs,1
maple syrup,prunes,1
maple syrup,pumpkin,2
maple syrup,quince,1
maple syrup,raisins,1
maple syrup,raspberries,1
maple syrup,rhubarb,1
maple syrup,rum dark,2
maple syrup,rum light,2
maple syrup,star anise,1
maple syrup,strawberries,1
maple syrup,sweet potatoes,1
maple syrup,sugar light brown,2
maple syrup,sugar raw,2
maple syrup,sugar white,2
maple syrup,tea,1
maple syrup,turkey,1
maple syrup,vanilla,1
maple syrup,waffles,1
maple syrup,walnuts,3
maple syrup,whiskey,1
maple syrup,yogurt,1
maple syrup,avoid,3
marjoram,artichokes,1
marjoram,asparagus,1
marjoram,basil,2
marjoram,bay leaf,1
marjoram,beef,1
marjoram,beets,1
marjoram,bouquet garni (ingredient),1
marjoram,bread,1
marjoram,butter,1
marjoram,carrots,1
marjoram,chard,1
marjoram,cheese fresh goat,2
marjoram,cheese mozzarella,2
marjoram,chicken,2
marjoram,chives,1
marjoram,chowders,1
marjoram,clams,1
marjoram,corn,1
marjoram,cucumber,1
marjoram,duck,1
marjoram,fish,2
marjoram,french cuisine,1
marjoram,fines herbes (ingredient),1
marjoram,garlic,1
marjoram,halibut,1
marjoram,italian cuisine,1
marjoram,lamb,1
marjoram,"lemon, juice",2
marjoram,lima beans,1
marjoram,mediterranean cuisine,1
marjoram,middle eastern cuisine,1
marjoram,mint,1
marjoram,north african cuisine,1
marjoram,north american cuisine,1
marjoram,"oil, peanut",1
marjoram,olive oil,1
marjoram,olives,1
marjoram,onions,1
marjoram,oregano,2
marjoram,parsley,2
marjoram,peas,1
marjoram,pizza,1
marjoram,pork,1
marjoram,potatoes,2
marjoram,poultry,1
marjoram,rabbit,1
marjoram,risotto,1
marjoram,rosemary,2
marjoram,sage,1
marjoram,sauces,1
marjoram,sausages,1
marjoram,savory,1
marjoram,shellfish,1
marjoram,spinach,2
marjoram,"squash, summer",2
marjoram,stews,1
marjoram,stuffing,2
marjoram,thyme,2
marjoram,tomatoes and tomato sauce,2
marjoram,tuna,1
marjoram,veal,1
marjoram,vinaigrettes,1
marjoram,"wine, red",1
marjoram,zucchini,1
mascarpone,almonds,1
mascarpone,anchovies,1
mascarpone,apricots,1
mascarpone,arugula,1
mascarpone,berries,1
mascarpone,biscotti,1
mascarpone,blackberries,1
mascarpone,blueberries,2
mascarpone,brandy,1
mascarpone,butter,1
mascarpone,caramel,1
mascarpone,"cheese, ricotta",1
mascarpone,cherries,1
mascarpone,chives,1
mascarpone,cinnamon,1
mascarpone,cloves,1
mascarpone,coffee/espresso,1
mascarpone,cream,2
mascarpone,cream cheese,1
mascarpone,crème fraîche,1
mascarpone,"currants, red",1
mascarpone,dates,1
mascarpone,figs,2
mascarpone,"fruits, tropical",1
mascarpone,ginger,1
mascarpone,guava,1
mascarpone,hazelnuts,1
mascarpone,honey,1
mascarpone,italian cuisine,2
mascarpone,kirsch,1
mascarpone,ladyfingers,1
mascarpone,lemon juice,2
mascarpone,lemon zest,2
mascarpone,lime,1
mascarpone,maple syrup,2
mascarpone,mushrooms,1
mascarpone,mustard,1
mascarpone,nectarines,1
mascarpone,nutmeg,1
mascarpone,oats,1
mascarpone,orange,1
mascarpone,pasta,1
mascarpone,peaches,1
mascarpone,pears,1
mascarpone,"pepper, black",1
mascarpone,pesto,1
mascarpone,pine nuts,1
mascarpone,pistachios,1
mascarpone,prosciutto,1
mascarpone,pumpkin,1
mascarpone,quince,1
mascarpone,raisins,1
mascarpone,raspberries,1
mascarpone,rhubarb,1
mascarpone,rum,1
mascarpone,strawberries,2
mascarpone,sugar raw,2
mascarpone,sugar white,2
mascarpone,truffle oil,1
mascarpone,vanilla,2
mascarpone,"vinegar, balsamic",1
mascarpone,walnuts,1
mascarpone,wine red,1
mascarpone,wine sweet,1
meats,"mediterranean cuisines (see also french [southern],",3
meats,basil,2
meats,citrus,1
meats,garlic,1
meats,herbs,1
meats,"lemon, juice",1
meats,marjoram,1
meats,olive oil,2
meats,oregano,1
meats,parsley,1
meats,rosemary,1
meats,sage,2
meats,savory,1
meats,thyme,1
meats,tomatoes,1
meats,vinegar balsamic,1
meats,vinegar red wine,1
merlot,beef,1
merlot,chicken,1
merlot,duck,1
merlot,lamb,1
merlot,"meat, red",1
merlot,mushrooms,1
merlot,pork,1
merlot,steak,1
merlot,turkey,1
merlot,veal,1
mexican cuisine,avocados,1
mexican cuisine,beans,2
mexican cuisine,beef,1
mexican cuisine,chicken,1
mexican cuisine,chile peppers,4
mexican cuisine,chili powder,1
mexican cuisine,chocolate,1
mexican cuisine,cilantro,1
mexican cuisine,cinnamon,1
mexican cuisine,corn,2
mexican cuisine,cumin,1
mexican cuisine,epazote,1
mexican cuisine,fried dishes,1
mexican cuisine,garlic,1
mexican cuisine,lemon,1
mexican cuisine,"lime, juice",1
mexican cuisine,nuts,1
mexican cuisine,onions,1
mexican cuisine,orange,1
mexican cuisine,oregano,1
mexican cuisine,pork,1
mexican cuisine,rice,1
mexican cuisine,saffron,1
mexican cuisine,salsas,1
mexican cuisine,scallions,1
mexican cuisine,seeds,1
mexican cuisine,squash,1
mexican cuisine,tomatoes,1
mexican cuisine,tortillas,1
mexican cuisine,turkey,1
mexican cuisine,vanilla,1
mexican cuisine,wheat,1
middle eastern cuisine,almonds,1
middle eastern cuisine,"beans, fava",1
middle eastern cuisine,"cheese, feta",1
middle eastern cuisine,chicken,1
middle eastern cuisine,chickpeas,1
middle eastern cuisine,cinnamon,1
middle eastern cuisine,cloves,1
middle eastern cuisine,coriander,1
middle eastern cuisine,cumin,1
middle eastern cuisine,dill,1
middle eastern cuisine,eggplant,1
middle eastern cuisine,fish,1
middle eastern cuisine,"fruits, dried",1
middle eastern cuisine,garlic,1
middle eastern cuisine,ginger,1
middle eastern cuisine,goat,1
middle eastern cuisine,honey,1
middle eastern cuisine,lamb,1
middle eastern cuisine,lemons,1
middle eastern cuisine,"lemons, preserved",2
middle eastern cuisine,lentils,1
middle eastern cuisine,mint,1
middle eastern cuisine,nutmeg,1
middle eastern cuisine,nuts,1
middle eastern cuisine,olive oil,1
middle eastern cuisine,olives,1
middle eastern cuisine,onions,1
middle eastern cuisine,oregano,1
middle eastern cuisine,parsley,1
middle eastern cuisine,"pepper, black",1
middle eastern cuisine,pine nuts,1
middle eastern cuisine,pistachios,1
middle eastern cuisine,pomegranates,1
middle eastern cuisine,poppy seeds,1
middle eastern cuisine,raisins,1
middle eastern cuisine,ras el hanout (spice blend),1
middle eastern cuisine,rice,1
middle eastern cuisine,roasted dishes,1
middle eastern cuisine,sesame oil,1
middle eastern cuisine,sesame seeds,1
middle eastern cuisine,sumac,2
middle eastern cuisine,tahini,1
middle eastern cuisine,tomatoes,1
middle eastern cuisine,walnuts,1
middle eastern cuisine,yogurt,2
"mint, dried",beef,1
"mint, dried",bell peppers,1
"mint, dried",bold-flavored foods,1
"mint, dried","cheese, feta",1
"mint, dried",chicken,1
"mint, dried",cucumbers,1
"mint, dried",duck,1
"mint, dried",eastern mediterranean cuisine,1
"mint, dried",garlic,1
"mint, dried",greek cuisine,1
"mint, dried",hummus,1
"mint, dried",kebabs,1
"mint, dried",lamb,1
"mint, dried",leeks,1
"mint, dried",lemon,1
"mint, dried",lentils,1
"mint, dried",olive oil,1
"mint, dried",olives,1
"mint, dried","onions, red",1
"mint, dried",oregano,1
"mint, dried",pasta,1
"mint, dried",pork,1
"mint, dried",rice,1
"mint, dried",soups chicken,1
"mint, dried",soups vegetable,1
"mint, dried",tomatoes,1
"mint, dried",turkish cuisine,1
"mint, dried",yogurt,1
"mint, dried",zucchini,1
"mint, peppermint",apples,1
"mint, peppermint",berries,1
"mint, peppermint",beverages,2
"mint, peppermint",candies,1
"mint, peppermint",carrots,1
"mint, peppermint",chocolate,2
"mint, peppermint",citrus,1
"mint, peppermint",cream and ice cream,2
"mint, peppermint",desserts,3
"mint, peppermint",mangoes,1
"mint, peppermint",mediterranean cuisine,1
"mint, peppermint",milk,1
"mint, peppermint",strawberries,1
"mint, peppermint",teas,2
"mint, peppermint",avoid,3
"mint, peppermint",savory foods,1
mirepoix,french cuisine,2
miso and miso soup,techniques marinades,2
miso and miso soup,techniques sauces,2
miso and miso soup,techniques soups,2
miso and miso soup,beef,1
miso and miso soup,chicken,1
miso and miso soup,dishes,2
miso and miso soup,modern (new york city),1
miso and miso soup,duck,1
miso and miso soup,fish cod,1
miso and miso soup,fish salmon,1
miso and miso soup,garlic,1
miso and miso soup,ginger,1
miso and miso soup,honey,1
miso and miso soup,japanese cuisine,1
miso and miso soup,legumes,1
miso and miso soup,lemongrass,1
miso and miso soup,marinades,1
miso and miso soup,mirin,1
miso and miso soup,mushrooms,1
miso and miso soup,mustard,1
miso and miso soup,oysters,2
miso and miso soup,pineapple,1
miso and miso soup,"rice, brown",1
miso and miso soup,sake,2
miso and miso soup,salad dressings,1
miso and miso soup,sauces,1
miso and miso soup,sesame oil,1
miso and miso soup,soups,1
miso and miso soup,soy sauce,1
miso and miso soup,steak,1
miso and miso soup,stews,1
miso and miso soup,"stock, chicken",1
miso and miso soup,sugar,1
miso and miso soup,tofu,1
miso and miso soup,"vinegar, rice",1
miso and miso soup,walnuts,1
molasses,apples,1
molasses,barbecue sauce,2
molasses,"beans, baked",2
molasses,"butter, unsalted",1
molasses,cinnamon,1
molasses,cream,1
molasses,ginger,2
molasses,gingerbread,2
molasses,grand marnier,1
molasses,"lemon, juice",1
molasses,marinades,1
molasses,orange,1
molasses,pancakes,1
molasses,plums,1
molasses,popcorn,1
molasses,raspberries,1
molasses,"sugar, brown",1
molasses,vanilla,1
molasses,walnuts,1
molasses,aioli,1
molasses,apples,1
molasses,"apricots, dried",1
molasses,"artichokes, jerusalem",1
molasses,arugula,1
molasses,asparagus,1
molasses,bacon,2
molasses,basil,1
molasses,bay leaf,2
molasses,"beans, white",1
molasses,"beer, wheat",1
molasses,brandy,1
molasses,bread crumbs,1
molasses,butter clarified,2
molasses,butter unsalted,2
molasses,cabbage green,2
molasses,cabbage red,2
molasses,cabbage savoy,2
molasses,caperberries,1
molasses,capers,1
molasses,cardamom,1
molasses,carrots,2
molasses,cayenne,1
molasses,celery,1
molasses,chard,1
molasses,chervil,1
molasses,chile peppers,1
molasses,chili powder,1
molasses,chives,2
molasses,"cider, hard",1
molasses,cilantro,1
molasses,cinnamon,1
molasses,clams,1
molasses,coriander,2
molasses,couscous,1
molasses,cream,1
molasses,cumin,1
molasses,curry powder,1
molasses,monkfish is great with garlic!,2
molasses,dishes,2
molasses,fennel,2
molasses,fennel seeds,2
molasses,garlic,3
molasses,"ginger, fresh",1
molasses,leeks,2
molasses,lemon juice,3
molasses,lemon zest,3
molasses,"lemon, preserved",1
molasses,lemongrass,1
molasses,lemon thyme,1
molasses,lobster,1
molasses,mediterranean cuisine,1
molasses,mussels,1
molasses,oil canola,3
molasses,oil corn,3
molasses,oil peanut,3
molasses,oil vegetable,3
molasses,olive oil,2
molasses,"orange, zest",1
molasses,oregano,1
molasses,pancetta,1
molasses,"paprika, sweet",2
molasses,parmesan cheese,1
molasses,"parsley, flat-leaf",2
molasses,pesto,1
molasses,pepper black,2
molasses,pepper green,2
molasses,pepper white,2
molasses,pernod,1
molasses,pine nuts,1
molasses,pork bacon,1
molasses,pork pork belly,1
molasses,red pepper flakes,1
molasses,romesco sauce,1
molasses,rosemary,2
molasses,saffron,2
molasses,sage,1
molasses,salmon,1
molasses,"salmon, smoked",1
molasses,salt kosher,2
molasses,salt sea,2
molasses,sausage,1
molasses,shallots,2
molasses,soy sauce,1
molasses,spinach,1
molasses,squid,1
molasses,star anise,1
molasses,striped bass,1
molasses,swiss chard,1
molasses,tarragon,1
molasses,thyme,2
molasses,tomatoes,2
molasses,turmeric,1
molasses,vinaigrette,1
molasses,"vinegar, white wine",1
molasses,walnuts,1
molasses,watercress,1
moroccan cuisine,almonds,1
moroccan cuisine,apricots,1
moroccan cuisine,"bell peppers, green",1
moroccan cuisine,chile peppers,1
moroccan cuisine,cilantro,1
moroccan cuisine,cinnamon,1
moroccan cuisine,couscous,1
moroccan cuisine,coriander,1
moroccan cuisine,cucumbers,1
moroccan cuisine,cumin,1
moroccan cuisine,dates,1
moroccan cuisine,figs,1
moroccan cuisine,fruits,1
moroccan cuisine,ginger,1
moroccan cuisine,lamb,1
moroccan cuisine,"lemon, juice",1
moroccan cuisine,"lemons, preserved",3
moroccan cuisine,nuts,1
moroccan cuisine,olive oil,1
moroccan cuisine,olives,1
moroccan cuisine,onions,1
moroccan cuisine,paprika,1
moroccan cuisine,pepper,1
moroccan cuisine,pine nuts,1
moroccan cuisine,pistachios,1
moroccan cuisine,raisins,1
moroccan cuisine,ras el hanout,2
moroccan cuisine,saffron,1
moroccan cuisine,salads,1
moroccan cuisine,"stews, aka tagines",1
moroccan cuisine,sumac,1
moroccan cuisine,tomatoes,1
moroccan cuisine,turmeric,1
mussels,techniques bake,2
mussels,techniques boil,2
mussels,techniques grill,2
mussels,techniques steam,2
mussels,bacon,1
mussels,basil,2
mussels,bass,1
mussels,bay leaf,2
mussels,beans green,1
mussels,beans navy,1
mussels,bread crumbs,1
mussels,"butter, unsalted",2
mussels,capers,1
mussels,carrots,1
mussels,cayenne,2
mussels,celery,1
mussels,celery seeds,1
mussels,chanterelles,1
mussels,chervil,1
mussels,chinese cuisine,1
mussels,chives,2
mussels,cilantro,1
mussels,clams and clam juice,3
mussels,cod,1
mussels,cognac,1
mussels,cream,3
mussels,curry powder,2
mussels,egg yolks,1
mussels,fennel,2
mussels,fennel seeds,1
mussels,french cuisine,1
mussels,garlic,3
mussels,ginger,1
mussels,ham,1
mussels,italian cuisine,1
mussels,leeks,1
mussels,"lemon, juice",3
mussels,lemon thyme,1
mussels,lovage,1
mussels,dishes,2
mussels,café annie (houston),1
mussels,"hook (washington, dc)",3
mussels,tru (chicago),1
mussels,marjoram,1
mussels,"mayonnaise, garlic",1
mussels,mediterranean cuisine,1
mussels,mint,1
mussels,monkfish,1
mussels,mushrooms,1
mussels,"mustard, dijon",2
mussels,nutmeg,1
mussels,olive oil,3
mussels,"olives, black",1
mussels,orange juice,2
mussels,orange zest,2
mussels,oregano,1
mussels,oysters,1
mussels,paella (key ingredient),1
mussels,paprika smoked,1
mussels,paprika sweet,1
mussels,parmesan cheese,1
mussels,parsley flat-leaf,3
mussels,parsley curly,3
mussels,pasta,1
mussels,pepper black,3
mussels,pepper white,3
mussels,pernod,2
mussels,pesto,1
mussels,pine nuts,1
mussels,potatoes,1
mussels,radicchio,1
mussels,red pepper flakes,1
mussels,rice and risotto,1
mussels,rosemary,2
mussels,saffron,3
mussels,salt kosher,3
mussels,salt sea,3
